office_id,office_name,address1,address2,city,country,state_province,postal_code,primary_phone_number,fax_number,public_phone_name,public_phone_number,public_comments,general_email_address,wish_referral_email_address,contact_us_email_address,website_admin_email_address,media_contact_name,media_contact_title,media_contact_phone,media_contact_email,development_contact_name,development_contact_title,development_contact_phone,development_contact_fax,development_contact_email,website_url,twitter_account,twitter_handle,facebook_acct,facebook_admin_id,facebook_app_id,google_acct,validator_bbb_url,validator_charity_navigator_url,validator_charity_navigator_rating,feedburner_url,tax_id,email_marketing_code,donation_enabled,twitter_app_id,twitter_app_secret,facebook_app_secret,youtube_url,country_code,office_legal_name,utc,dst
048-000,Make-A-Wish? Alaska & Washington,811 1st Ave  #520,,Seattle,,WA,98104,(206) 623-5300 ,(206) 623-5333 ,Toll Free,(800) 304-9474 ,"Serves the states of Alaska and Washington, except Clark County, ",barry@nwwishes.org,meredith@nwwishes.org,info@nwwishes.org,tai@nwwishes.org,Jeannette  Tarcha,Director of Communications & Marketing,(206) 623-5338 ,jeannette@nwwishes.org,Jan  Jacobs,"VP, Mission Advancement",(206) 623-5300 ,(206) 623-5333 ,jan@nwwishes.org,akwa.wish.org,http://www.twitter.com/MakeAWishAKWA,@MakeAWishAKWA,http://www.facebook.com/northwestwishes,northwestwishes,3.14273E+14,UA-10695845-38,NULL,NULL,NULL,,91-1329433,,1,0jnZcWgMC5yMOILAwhWQ,HecPQYXBOxRZIN5x4WyrFeDmeWe9t0mdtho2OrDM,a2761ba6433eff0c8a49097aa75b76a9,http://www.youtube.com/MakeAWishAKWA,NULL,Make-A-Wish Foundation? of Alaska & Washington,-8,Y
048-001,"Make-A-Wish? Alaska & Washington, Eastern Washington Office",104 S Freya St,Green Flag Bldg  #311A,Spokane,,WA,99202,(509) 458-2618 ,(509) 458-2613 ,Toll Free,(800) 207-8476 ,Serves Eastern Washington,leslie@nwwishes.org,Meredith@nwwishes.org,info@nwwishes.org,tai@nwwishes.org,Jeannette  Tarcha,Director of Communications & Marketing,(206) 623-5338 ,jeannette@nwwishes.org,Jan  Jacobs,"VP, Mission Advancement",(206) 623-5300 ,(206) 623-5333 ,jan@nwwishes.org,akwa.wish.org,,,http://www.facebook.com/northwestwishes,northwestwishes,3.14273E+14,UA-10695845-38,NULL,NULL,NULL,,91-1329433,,1,,,,,NULL,"Make-A-Wish Foundation? of Alaska & Washington, Eastern Washington Office",-8,Y
048-002,"Make-A-Wish? Alaska & Washington, Alaska Office",165 E 56th Ave  #4,,Anchorage,,AK,99518,(907) 258-9474 ,(907) 258-9475 ,Toll Free,(877) 510-9474 ,Serves the state of Alaska,nicole@nwwishes.org,meredith@nwwishes.org,info@nwwishes.org,tai@nwwishes.org,Jeannette  Tarcha,Director of Communications & Marketing,(206) 623-5338 ,jeannette@nwwishes.org,Jan  Jacobs,"VP, Mission Advancement",(206) 623-5300 ,(206) 623-5333 ,jan@nwwishes.org,akwa.wish.org,,,http://www.facebook.com/northwestwishes,northwestwishes,3.14273E+14,UA-10695845-38,NULL,NULL,NULL,,91-1329433,,1,,,,,NULL,"Make-A-Wish Foundation? of Alaska & Washington, Alaska Office",-9,Y
049-000,Make-A-Wish? Mid-South,1780 Moriah Woods Blvd.,Suite 10,Memphis,,TN,38117,(901) 680-9474 ,(901) 680-0912 ,Toll Free,(800) 264-9474 ,"Serves areas in the following states: AR, northern 1/3 of MS, western 1/3 of TN",midsouth@midsouth.wish.org,mwolverton@midsouth.wish.org,midsouth@midsouth.wish.org,mharbor@midsouth.wish.org,Miranda  Harbor,Communications & Community Outreach Manager,(901) 692-9514 ,mharbor@midsouth.wish.org,Liz  Nelson,CEO,(901) 692-9509 ,(901) 680-0912 ,lnelson@midsouth.wish.org,www.midsouth.wish.org,,,,,,UA-10695845-39,NULL,NULL,NULL,,62-1253153,,1,,,,,NULL,Make-A-Wish Foundation? of the Mid-South,-6,Y
049-001,Make-A-Wish? Mid-South? Arkansas Office,320 Executive Court,Suite 101,Little Rock,United States,AR,72205,(501) 376-9474 ,(501) 372-1290 ,Toll Free,(888) 376-9474 , ,midsouth@midsouth.wish.org,mwolverton@midsouth.wish.org,midsouth@midsouth.wish.org,mharbor@midsouth.wish.org,Miranda  Harbor,Communications & Community Outreach Manager,(901) 692-9514 ,mharbor@midsouth.wish.org,Liz  Nelson,CEO,(901) 692-9509 ,(901) 680-0912 ,lnelson@midsouth.wish.org,www.midsouth.wish.org,,NULL,,,,UA-10695845-39,NULL,NULL,NULL,,62-1253153,,1,NULL,NULL,NULL,NULL,NULL,Make-A-Wish Foundation? of the Mid-South? Arkansas Office,-6,Y
050-000,Make-A-Wish? North Dakota,1102 43rd Street South,Suite E,Fargo,,ND,58103,(701) 280-9474 ,(701) 280-2684 ,Toll Free North Dakota Only,(800) 362-9474 ,Serves the entire state of North Dakota,info@northdakota.wish.org,kfoltz@northdakota.wish.org,info@northdakota.wish.org,daltendorf@northdakota.wish.org,Dana M Altendorf,Director of Community Relations,(701) 280-9474 ,daltendorf@northdakota.wish.org,Dana M Altendorf,Director of Community Relations,(701) 280-9474 ,(701) 280-2684 ,daltendorf@northdakota.wish.org,www.northdakota.wish.org,http://twitter.com/makeawishnd,@makeawishnd,http://www.facebook.com/makeawishnd,makeawishnd,,UA-10695845-40,NULL,NULL,NULL,,45-0393770,,1,,,,http://www.youtube.com/makeawishnd,NULL,Make-A-Wish Foundation? of North Dakota,-6,Y
051-000,Make-A-Wish? Philadelphia and Susquehanna Valley,"1 Valley Sq, Suite 133",,Blue Bell,,PA,19422,(215) 654-9355 ,(215) 654-9346 ,Toll Free,(877) 663-9474 ,"Serves the 10 counties in southeastern PA of  Bucks, Cumberland, Chester, Delaware, Dauphin, Lebanon, Lancaster, Montgomery, Perry, and Philadelphia.",dheron@philadelphia.wish.org,referrals@philadelphia.wish.org,mail@philadelphia.wish.org,svelazquez@philadelphia.wish.org,Karen L Traten,Director of Partnerships & Communications,(215) 654-9355 x117,ktraten@philadelphia.wish.org,Karen L Traten,Director of Partnerships & Communications,(215) 654-9355 x117,(215) 654-9346 ,ktraten@philadelphia.wish.org,www.philadelphia.wish.org,https://twitter.com/#!/MakeAWishPHL,@MakeAWishPHL,http://www.facebook.com/PhiladelphiaWish,Make-A-Wish Philadelphia & Susquehanna Valley,3.06535E+14,UA-10695845-41,NULL,NULL,NULL,,22-2755963,,1,,,fcdb25bab1407df77703d91b25d51683,http://www.youtube.com/MakeAWishPHL,NULL,Make-A-Wish Foundation? of Philadelphia and Susquehanna Valley,-5,Y
051-001,"Make-A-Wish? Philadelphia and Susquehanna Valley, Susquehanna Valley Office",1054 New Holland Avenue, ,Lancaster,,PA,17601,(717) 283-4880 ,(717) 260-3886 ,,, ,mpbattenfelder@philadelphia.wish.org,referrals@philadelphia.wish.org,mail@philadelphia.wish.org,svelazquez@philadelphia.wish.org,Karen L Traten,Director of Partnerships & Communications,(215) 654-9355 x117,ktraten@philadelphia.wish.org,Karen L Traten,Director of Partnerships & Communications,(215) 654-9355 x117,(215) 654-9346 ,ktraten@philadelphia.wish.org,www.philadelphia.wish.org,,,http://www.facebook.com/PhiladelphiaWish,Make-A-Wish Philadelphia & Susquehanna Valley,3.06535E+14,UA-10695845-41,NULL,NULL,NULL,,22-2755963,,1,,,,,NULL,"Make-A-Wish Foundation? of Philadelphia and Susquehanna Valley, Susquehanna Valley Office",-5,Y
053-000,Make-A-Wish? Hudson Valley,832 South Broadway,The Wish House,Tarrytown,,NY,10591,(914) 478-9474 ,(914) 478-8245 ,,,"Serves Westchester, Dutchess, Putnam, Ulster, Sullivan, Delaware, Orange and Rockland Counties",hudson@hudson.wish.org,ddamico@hudson.wish.org,hudson@hudson.wish.org,aalmanza@hudson.wish.org,Thomas J Conklin,President & CEO,(914) 478-9474 ,tconklin@hudson.wish.org,Tara  Thorne,Development Manager,(914) 478-0327 ,(914) 478-8245 ,tthorne@hudson.wish.org,www.hudson.wish.org,https://twitter.com/makeawishhv/,@makeawishhv,https://www.facebook.com/pages/Make-A-Wish-Foundation-of-the-Hudson-Valley/111913222163969,1.11913E+14,,UA-10695845-42,NULL,NULL,NULL,,13-3344306,,1,,,,,NULL,Make-A-Wish Foundation? of Hudson Valley,-5,Y
054-000,Make-A-Wish? Connecticut,126 Monroe Turnpike, ,Trumbull,,CT,6611,(203) 261-9044 ,(203) 268-2168 ,Toll Free,(877) 203-9474 ,Serves the entire state of Connecticut,conn@ct.wish.org,cheryl@ct.wish.org,sharon@ct.wish.org,michael@ct.wish.org,Michael P Dominick,Communications Manager,(203) 880-6964 ,michael@ct.wish.org,Michael T Burke,President & CEO,(203) 880-6962 ,(203) 268-2168 ,mike@ct.wish.org,www.ct.wish.org,,,,,,UA-10695845-43,NULL,NULL,NULL,,22-2710919,,1,,,,,NULL,Make-A-Wish Foundation? of Connecticut,-5,Y
056-000,Make-A-Wish? Idaho,4355 Emerald Street,Suite 280,Boise,,ID,83706,(208) 345-9474 ,(208) 342-8878 , Torene Bonner,(208) 720-7527 ,Serves the entire state of Idaho. ,idaho@idaho.wish.org,idaho@idaho.wish.org,info@idaho.wish.org,smaycock@idaho.wish.org,Torene  Bonner,CEO,(208) 345-9474 ,tbonner@idaho.wish.org,Torene  Bonner,CEO,(208) 345-9474 ,(208) 342-8878 ,tbonner@idaho.wish.org,www.idaho.wish.org,http://twitter.com/MakeAWish_Idaho,@MakeAWish_Idaho,http://www.facebook.com/MakeAWishIdaho?ref=hl,awilbur@idaho.wish.org,6.03911E+14,UA-10695845-45,NULL,NULL,NULL,,82-0408150,,1,pan0yCz6BWjG58WFTbjw,0J3WUrKOSJQQNXhvBYwMQGVnCo7YSmUMe31JuuIIVQ,3019643cfa8fb034a014cc02922e04b8,,NULL,Make-A-Wish Foundation? of Idaho,-7,Y
057-000,"Make-A-Wish? New Mexico, Inc.",144 Louisiana Blvd NE, ,Albuquerque,,NM,87108,(505) 888-9474 ,(505) 232-0678 ,,,Serves the entire state of New Mexico,magic@wishnm.org,allison@wishnm.org,magic@wishnm.org,allison@wishnm.org,Bob W Biggers,President/CEO,(505) 888-9474 ,bob@wishnm.org,Bob W Biggers,President/CEO,(505) 888-9474 ,(505) 232-0678 ,bob@wishnm.org,www.wishnm.org,,,,,,UA-10695845-46,NULL,NULL,NULL,,85-0347088,,1,,,,,NULL,"Make-A-Wish Foundation? of New Mexico, Inc.",-7,Y
058-000,Make-A-Wish? New Hampshire,814 Elm Street,Suite 300,Manchester,,NH,03101-2230,(603) 623-9474 ,(603) 623-2611 ,,,Serves the entire state of New Hampshire,julie.baron@newhampshire.wish.org,info@newhampshire.wish.org,info@newhampshire.wish.org,jason.tremblay@newhampshire.wish.org,Jason  Tremblay,Director of Philanthropy,(603) 623-9474 ,Jason.tremblay@newhampshire.wish.org,Donna  Parker,Director of Development,(603) 623-9474 ,(603) 623-2611 ,Donna.Parker@newhampshire.wish.org,www.newhampshire.wish.org,,,,,,UA-10695845-47,NULL,NULL,NULL,,02-0405369,,1,,,,,NULL,Make-A-Wish Foundation? of New Hampshire,-5,Y
059-000,Make-A-Wish? Alabama,244 Goodwin Crest Drive,Suite 200,Birmingham,,AL,35209,(205) 254-9474 ,(205) 254-9479 ,,,Serves the state of Alabama,info@alabama.wish.org,shall@alabama.wish.org,info@alabama.wish.org,shall@alabama.wish.org,Pam  Jones,CEO,(205) 440-1935 ,pjones@alabama.wish.org,Julia G Wright,Director of Development,(205) 254-9474 x1932,(205) 254-9479 ,jwright@alabama.wish.org,alabama.wish.org,https://www.twitter.com/makeawishal,@makeawishal,https://www.facebook.com/MakeAWishAlabama,MakeAWishAlabama,,UA-10698054-22,NULL,NULL,NULL,,63-0943675,,1,y34HZiBkudbrTaUqAzedaw,bWCTFsbOKr2s1wyKSrIEGQO2Xha2JrKeYyGP00VNXgU,,,NULL,Make-A-Wish Foundation? of Alabama,-6,Y
060-000,Make-A-Wish? Northeast New York,One Mustang Drive,,Cohoes,,NY,12047,(518) 782-4673 ,(518) 782-0618 , Main,(518) 782-4673 ,Serves 15 northeastern counties of the state of New York (the area covered by the 518 area code),neny@neny.wish.org,CAnatriello@neny.wish.org,neny@neny.wish.org,triley@neny.wish.org,Timothy P Riley,Manager of Marketing & Communications,(518) 782-4673 x103,triley@neny.wish.org,Mark P Woroby,Director of Philanthropy,(518) 782-4673 x111,(518) 782-0618 ,mworoby@neny.wish.org,www.neny.wish.org,,,,,,UA-10695845-48,NULL,NULL,NULL,,14-1703503,,1,,,,,NULL,Make-A-Wish Foundation? of Northeast New York,-5,Y
063-000,Make-A-Wish? Oklahoma,5201 North Shartel Avenue,,Oklahoma City,,OK,73118,(405) 286-4000 ,(405) 418-4107 ,Toll Free,(888) 901-9474 ,Serves the entire state of Oklahoma,bkkarim@oklahoma.wish.org,bkkarim@oklahoma.wish.org,jsummers@oklahoma.wish.org,adeline@oklahoma.wish.org,Jeff  Summers,President & CEO,(918) 492-9474 ,jsummers@oklahoma.wish.org,Jane  Rohweder,Director of Development,(918) 492-9474 ,(405) 418-4107 ,jrohweder@oklahoma.wish.org,oklahoma.wish.org,https://twitter.com/#!/makeawishok,@MakeAWishOk,https://www.facebook.com/makeawishoklahoma,3.75301E+14,,UA-10695845-49,NULL,NULL,NULL,,73-1176743,,1,rGqAkHWBTx9pDhVoWA9QA,9jexlyLBTQFEldLMyVJ2TBd9P9WhYEvHE5HpahRJ51g,,http://www.youtube.com/user/MakeAWishOK,NULL,Make-A-Wish Foundation? of Oklahoma,-6,Y
064-000,Make-A-Wish? Eastern North Carolina,2880 Slater Rd,Suite 105,Morrisville,,NC,27560,(919) 821-7111 ,(919) 832-0079 ,Toll Free,(800) 432-9474 ,Serves the eastern 1/2 of North Carolina,info@eastnc.wish.org,info@eastnc.wish.org,info@eastnc.wish.org,jpeters@eastnc.wish.org,Jerry C Peters,Director of Community Engagement,(919) 821-7111 x203,jpeters@eastnc.wish.org,Ken  Baroff,"VP, Development",(919) 821-7111 x210,(919) 832-0079 ,kbaroff@eastnc.wish.org,eastnc.wish.org,,,,,,UA-10695845-50,NULL,NULL,NULL,,58-1792140,,1,,,,,NULL,Make-A-Wish Foundation? of Eastern North Carolina,-5,Y
065-000,Make-A-Wish? Iowa,3024 104th Street,,Urbandale,,IA,50322-3220,(515) 334-2636 ,(515) 334-2638 ,Toll Free Iowa Only,(800) 797-9474 ,Serves entire state of Iowa,general@iowa.wish.org,joyceb@iowa.wish.org,assistant@iowa.wish.org,jamier@iowa.wish.org,Jamie   Rasko,Communications & Special Projects,(515) 577-0789 ,jamier@iowa.wish.org,Rob  Kelly,CEO,(515) 334-2636 ,(515) 334-2638 ,robk@iowa.wish.org,www.iowa.wish.org,,,,,,UA-10698054-2,NULL,NULL,NULL,,42-1310530,,1,,,,,NULL,Make-A-Wish Foundation? of Iowa,-6,Y
066-000,Make-A-Wish? Massachusetts and Rhode Island,"One Bulfinch Place, 2nd Floor", ,Boston,,MA,2114,(617) 367-9474 ,(617) 367-1059 ,Back Line,(617) 367-0739 ,Serves the entire state of Massachusetts,boston@massri.wish.org,boston@massri.wish.org,boston@massri.wish.org,adesimone@massri.wish.org,Charlotte  Beattie,Chief Executive Officer,(617) 367-9474 ,cbeattie@massri.wish.org,Nicole S Ferranti,Assistant Director of Development and Giving,(617) 367-9474 ,(617) 367-1059 ,nferranti@massri.wish.org,massri.wish.org,,,https://www.facebook.com/#!/MassRIWish,MassRIWish,,UA-10698054-3,NULL,NULL,NULL,,222867371,,1,,,,,NULL,Make-A-Wish Foundation? of Massachusetts and Rhode Island,-5,Y
066-001,"Make-A-Wish? Massachusetts and Rhode Island, West Springfield Office",181 Park Avenue,Suite 112,West Springfield,United States,MA,1089,(413) 733-9474 ,(413) 731-9658 ,,,"Serves the 5 most western and central counties of Massachusetts: Berkshire, Hampden, Hampshire, Franklin and Worcester",regional@massri.wish.org,boston@massri.wish.org,boston@massri.wish.org,adesimone@massri.wish.org,Charlotte  Beattie,Chief Executive Officer,(617) 367-9474 ,cbeattie@massri.wish.org,Nicole S Ferranti,Assistant Director of Development and Giving,(617) 367-9474 ,(617) 367-1059 ,nferranti@massri.wish.org,massri.wish.org,NULL,NULL,https://www.facebook.com/#!/MassRIWish,MassRIWish,,UA-10698054-3,NULL,NULL,NULL,,222867371,,1,NULL,NULL,NULL,NULL,NULL,"Make-A-Wish Foundation? of Massachusetts and Rhode Island, West Springfield Office",-5,Y
066-002,"Make-A-Wish? Massachusetts and Rhode Island, Providence Office",20 Hemingway Drive,,East Providence,,RI,2915,(401) 781-9474 ,(401) 781-9475 ,,,Serves the entire state of Rhode Island,rhodeisland@massri.wish.org,boston@massri.wish.org,boston@massri.wish.org,adesimone@massri.wish.org,Charlotte  Beattie,Chief Executive Officer,(617) 367-9474 ,cbeattie@massri.wish.org,Nicole S Ferranti,Assistant Director of Development and Giving,(617) 367-9474 ,(617) 367-1059 ,nferranti@massri.wish.org,www.massri.wish.org,,,https://www.facebook.com/#!/MassRIWish,MassRIWish,,UA-10698054-3,NULL,NULL,NULL,,222867371,,1,,,,,NULL,"Make-A-Wish Foundation? of Massachusetts and Rhode Island, Providence Office",-5,Y
067-000,Make-A-Wish? Greater Virginia,2810 N. Parham Road,Suite 302,Richmond,,VA,23294,(804) 217-9474 ,(804) 217-9484 ,Toll Free,(800) 234-9474 ,Serves the state of VA except for the northern VA suburbs of Washington D.C.,info@va.wish.org,apryor@va.wish.org,info@va.wish.org,pjwhite@va.wish.org,Paulette  White,Interim President & CEO,,pjwhite@va.wish.org,Michael  Brown,Development Director,(804) 217-9474 x106,(804) 217-9484 ,mbrown@va.wish.org,www.va.wish.org,,,,,,UA-10698054-4,NULL,NULL,NULL,,54-1469214,,1,,,,,NULL,Make-A-Wish Foundation? of Greater Virginia,-5,Y
068-000,Make-A-Wish? East Tennessee,510 South Willow Street, ,Chattanooga,,TN,37404,(423) 629-9474 ,(423) 622-5531 ,,,Serves the eastern 1/3 of Tennessee,wishetn@wishetn.wish.org,lcaughman@wishetn.wish.org,swilkins@wishetn.wish.org,swilkins@wishetn.wish.org,Stephanie  Wilkins,Director of Development,(423) 629-9474 ,swilkins@wishetn.wish.org,Stephanie  Wilkins,Director of Development,(423) 629-9474 ,(423) 622-5531 ,swilkins@wishetn.wish.org,www.wishetn.wish.org,,,http://www.facebook.com/pages/the-make-a-wish-foundation-of-east-tennessee/177426717247?ref=tn_tnmn,1.77427E+11,,UA-10698054-5,NULL,NULL,NULL,,58-1799549,,1,,,,,NULL,Make-A-Wish Foundation? of East Tennessee,-5,Y
069-000,Make-A-Wish? Vermont,100 Dorset Street,Suite 14,South Burlington,,VT,5403,(802) 864-9393 ,(802) 658-2795 ,Wish Emergency Cell Phone,(802) 399-5544 ,Serves the entire state of Vermont,makeawish@vermont.wish.org,programservices@vermont.wish.org,makeawish@vermont.wish.org,bhammond@vermont.wish.org,Beth   Hammond,Marketing and Communications,(802) 864-9393 ,bhammond@vermont.wish.org,Leslie D Williams,CEO,(802) 864-9393 ,(802) 658-2795 ,Lwilliams@vermont.wish.org,vermont.wish.org,https://twitter.com/MakeAWishVT,@MakeAWishVT,http://www.facebook.com/makeawishvermont,makeawishvermont,,UA-10698054-6,NULL,NULL,NULL,,03-0323013,,1,,,,http://www.youtube.com/MAWVermont ,NULL,Make-A-Wish Foundation? of Vermont,-5,Y
070-000,Make-A-Wish? Northern West Virginia,3711 Morgantown Industrial Park, ,Morgantown,,WV,26501-2347,(304) 292-5600 ,(304) 292-5697 ,Wish Emergency,(304) 276-8324 ,Serves the northern 32 counties of West Virginia.,info@nwestva.wish.org,wishes@nwestva.wish.org,info@nwestva.wish.org,rmorris@nwestva.wish.org ,Marian B Silverstein,President/CEO,(304) 292-5600 x4,msilverstein@nwestva.wish.org,Marian B Silverstein,President/CEO,(304) 292-5600 x4,(304) 292-5697 ,msilverstein@nwestva.wish.org,nwestva.wish.org,,,,,,UA-10698054-7,NULL,NULL,NULL,,55-0694311,,1,,,,,NULL,Make-A-Wish Foundation? of Northern West Virginia,-5,Y
071-000,Make-A-Wish? Puerto Rico,100 Gran Bulevar Paseos,"Suite 112, MSC 476",San Juan,,PR,00926-5955,(787) 281-9474 ,(787) 765-1945 ,Alternate Phone Line,(787) 281-7092 ,Serves the entire island of Puerto Rico,vmatta@makeawishpr.org,ilia@makeawishpr.org,vmatta@makeawishpr.org,vmatta@makeawishpr.org,Veronica  Matta,Administrative Officer,(787) 281-9474 ,vmatta@makeawishpr.org,Veronica  Matta,Administrative Officer,(787) 281-9474 ,(787) 765-1945 ,vmatta@makeawishpr.org,www.makeawishpr.org,,,,,,UA-10698054-8,NULL,NULL,NULL,,66-0529880,,1,,,,,NULL,Make-A-Wish Foundation? of Puerto Rico,-4,N
073-000,Make-A-Wish? Missouri,600 Kellwood Parkway ,,Chesterfield,,MO,63017,(314) 205-9474 ,(314) 205-9475 ,Toll Free,(800) 548-5058 ,Serves the state of Missouri and six counties surrounding the metropolitan Kansas City area in the state of Kansas.,info@mo.wish.org,ahigginbotham@mo.wish.org,info@mo.wish.org,cking@mo.wish.org,Carol  Burcke,Vice President of Development,(314) 721-9474 x225,cburcke@mo.wish.org,Carol  Burcke,Vice President of Development,(314) 721-9474 x225,(314) 205-9475 ,cburcke@mo.wish.org,mo.wish.org,,,,,,UA-10698054-9,NULL,NULL,NULL,,43-1550697,,1,,,,,NULL,Make-A-Wish Foundation? of Missouri,-6,Y
073-001,"Make-A-Wish? Missouri, Southwest Missouri Regional Office",1510 West Elfindale,,Springfield,,MO,65807,(417) 873-9474 ,(417) 873-9471 ,Toll Free,(800) 937-9474 ,Serves the southwestern region of Missouri.,info@mo.wish.org,ahigginbotham@mo.wish.org,info@mo.wish.org,cking@mo.wish.org,Carol  Burcke,Vice President of Development,(314) 721-9474 x225,cburcke@mo.wish.org,Carol  Burcke,Vice President of Development,(314) 721-9474 x225,(314) 205-9475 ,cburcke@mo.wish.org,mo.wish.org,,,,,,UA-10698054-9,NULL,NULL,NULL,,43-1550697,,1,,,,,NULL,"Make-A-Wish Foundation? of Missouri, Southwest Missouri Regional Office",-6,Y
073-002,"Make-A-Wish? Missouri, Kansas City Regional Office",Metcalf 103 Shopping Center,7000 W. 105th Street,Overland Park,,KS,66212,(913) 341-9474 ,(913) 341-9479 ,Toll Free,(888) 977-9474 ,"Serves the northern and western counties in Missouri, as well as Johnson, Wyandotte, Miami, Leavenworth, Linn and Franklin counties in Kansas.",info@mo.wish.org,ahigginbotham@mo.wish.org,info@mo.wish.org,cking@mo.wish.org,Carol  Burcke,Vice President of Development,(314) 721-9474 x225,cburcke@mo.wish.org,Carol  Burcke,Vice President of Development,(314) 721-9474 x225,(314) 205-9475 ,cburcke@mo.wish.org,mo.wish.org,,,,,,UA-10698054-9,NULL,NULL,NULL,,43-1550697,,1,,,,,NULL,"Make-A-Wish Foundation? of Missouri, Kansas City Regional Office",-6,Y
073-003,"Make-A-Wish? Missouri, St. Louis Regional Office ",600 Kellwood Parkway,,Chesterfield,,MO,63017,(314) 205-9474 ,(314) 205-9475 ,Toll Free,(800) 548-5058 ,Serves the eastern half of Missouri.,info@mo.wish.org,ahigginbotham@mo.wish.org,info@mo.wish.org,cking@mo.wish.org,Carol  Burcke,Vice President of Development,(314) 721-9474 x225,cburcke@mo.wish.org,Carol  Burcke,Vice President of Development,(314) 721-9474 x225,(314) 205-9475 ,cburcke@mo.wish.org,mo.wish.org,,,,,,UA-10698054-9,NULL,NULL,NULL,,43-1550697,,1,,,,,NULL,"Make-A-Wish Foundation? of Missouri, St. Louis Regional Office ",-6,Y
077-000,Make-A-Wish? Guam,590 South Marine Corps Drive,"International Trade Center, Suite 109",Tamuning,,GU,96913,(671) 649-9474 ,(671) 649-9030 ,,,Serves Guam and the Commonwealth of the Northern Mariana Islands,vcamacho@guam.wish.org,kaguon@guam.wish.org,info@guam.wish.org,vcamacho@guam.wish.org,Victor P Camacho,Executive Director,(671) 649-9474 ,vcamacho@guam.wish.org,Victor P Camacho,Executive Director,(671) 649-9474 ,(671) 649-9030 ,vcamacho@guam.wish.org,www.guamwish.org,,,http://www.facebook.com/makeawishguam?ref=hl,4.37736E+14,,UA-10698054-11,NULL,NULL,NULL,,98-0098218,,1,,,,,NULL,Make-A-Wish Foundation? of Guam,10,N
079-000,Make-A-Wish? Maine,477 Congress Street,Suite M1,Portland,,ME,4101,(207) 221-2306 ,(207) 221-2028 ,Toll Free,(800) 491-3171 ,Serves the entire state of Maine,wishme@maine.wish.org,eileen@maine.wish.org,wishme@maine.wish.org,lgleeson@maine.wish.org,Lisa  Gleeson,Communications Manager,(207) 221-2306 ,lgleeson@maine.wish.org,Thomas  Peaco,Executive Director,(207) 221-2306 ,(207) 221-2028 ,tpeaco@maine.wish.org,maine.wish.org,https://twitter.com/makeawishmaine,@makeawishmaine,http://www.facebook.com/pages/Make-A-Wish-Foundation-of-Maine/142507636616,1.42508E+11,5.77498E+14,UA-10698054-13,NULL,NULL,NULL,Make-A-Wish-Maine-Blog,01-0477512,,1,MUTfsolrd1dHRbpgQd4Cag,vCzdkR107RnYQa4SkfUvznDbkPVvd5xJJkrDLlrhuU,42dada814fe9530db51bf065364b026d,http://www.youtube.com/user/MakeAWishMaine,NULL,Make-A-Wish Foundation? of Maine,-5,Y
080-000,Make-A-Wish? Central and Northern Florida,1020 North Orlando Avenue,Suite 100,Maitland,,FL,32751,(407) 622-4673 ,(407) 622-5803 ,Toll Free Florida Only,(888) 874-9474 ,Serves northern Florida and central Florida to Brevard County on the East Coast and Charlotte County on the West coast,info@wishcentral.org,Ssmith@wishcentral.org,SSmith@wishcentral.org,amanda.mason@suncoastwish.org,Kathryn  Vroman,President/CEO,(407) 622-4673 x206,kvroman@wishcentral.org,Kathryn  Vroman,President/CEO,(407) 622-4673 x206,(407) 622-5803 ,kvroman@wishcentral.org,www.wishcentralfl.wish.org,,,,,,UA-10698054-14,NULL,NULL,NULL,,59-323-5806,,1,,,,,NULL,Make-A-Wish Foundation? of Central and Northern Florida,-5,Y
080-003,"Make-A-Wish? Central and Northern Florida, Suncoast Regional Office",324 N. Dale Mabry Hwy,Suite 203,Tampa,United States,FL,33606,(813) 288-2600 ,(813) 288-2605 , ,, ,information@suncoastwish.org,SSmith@wishcentral.org,SSmith@wishcentral.org,amanda.mason@suncoastwish.org,Kathryn  Vroman,President/CEO,(407) 622-4673 x206,kvroman@wishcentral.org,Kathryn  Vroman,President/CEO,(407) 622-4673 x206,(407) 622-5803 ,kvroman@wishcentral.org,www.wishcentralfl.wish.org,NULL,NULL,,,,UA-10698054-14,NULL,NULL,NULL,,59-323-5806,,1,NULL,NULL,NULL,NULL,NULL,"Make-A-Wish Foundation? of Central and Northern Florida, Suncoast Regional Office",-5,Y
080-004,"Make-A-Wish? Central and Northern Florida, Suncoast - Sarasota Regional Office",1223 S. Tamiami Trail,,Sarasota,United States,FL,34239,(941) 952-9474 ,(941) 952-0579 , ,, ,maw_info_sarasota@suncoastwish.org,SSmith@wishcentral.org,SSmith@wishcentral.org,amanda.mason@suncoastwish.org,Kathryn  Vroman,President/CEO,(407) 622-4673 x206,kvroman@wishcentral.org,Kathryn  Vroman,President/CEO,(407) 622-4673 x206,(407) 622-5803 ,kvroman@wishcentral.org,www.wishcentralfl.wish.org,NULL,NULL,,,,UA-10698054-14,NULL,NULL,NULL,,59-323-5806,,1,NULL,NULL,NULL,NULL,NULL,"Make-A-Wish Foundation? of Central and Northern Florida, Suncoast - Sarasota Regional Office",-5,Y
